ID,Area_px2,Area_um2,Perimetro_px,Diametro_px,Diametro_um,Eccentricity,Solidity
0,310.00,8.146629,160.28,19.8672,3.220654,0.8136,0.4620
1,21.00,0.551868,16.07,5.1709,0.838249,0.6218,0.9130
2,152.00,3.994476,71.57,13.9116,2.255200,0.9157,0.6552
4,55.00,1.445370,38.87,8.3683,1.356577,0.9612,0.6627
5,158.00,4.152153,87.71,14.1835,2.299279,0.9726,0.5448
8,20.00,0.525589,16.14,5.0463,0.818047,0.6237,0.9091
9,62.00,1.629326,41.28,8.8849,1.440320,0.9586,0.6458
11,29.00,0.762104,25.38,6.0765,0.985059,0.9583,0.6905
12,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
13,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
14,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
17,12.00,0.315353,10.49,3.9088,0.633656,0.5563,1.0000
19,18.00,0.473030,13.49,4.7873,0.776067,0.5727,0.9474
20,22.00,0.578148,18.14,5.2926,0.857975,0.6471,0.8800
21,114.00,2.995857,60.67,12.0478,1.953060,0.9844,0.6064
22,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
23,45.00,1.182575,30.87,7.5694,1.227070,0.9105,0.8036
24,124.00,3.258652,71.64,12.5651,2.036920,0.4533,0.5767
27,50.00,1.313972,31.80,7.9788,1.293446,0.9400,0.8333
28,41.00,1.077457,25.21,7.2252,1.171265,0.9218,0.9535
30,58.00,1.524208,39.87,8.5935,1.393084,0.8980,0.6667
31,145.00,3.810520,71.95,13.5875,2.202659,0.9077,0.6532
32,76.00,1.997238,34.63,9.8370,1.594667,0.7744,0.9268
34,66.00,1.734444,37.11,9.1670,1.486056,0.8735,0.8148
35,15.00,0.394192,13.07,4.3702,0.708449,0.7712,1.0000
36,118.00,3.100975,51.60,12.2573,1.987029,0.8102,0.7662
37,18.00,0.473030,14.49,4.7873,0.776067,0.8051,1.0000
38,18.00,0.473030,13.66,4.7873,0.776067,0.7490,1.0000
39,35.00,0.919781,24.38,6.6756,1.082174,0.8414,0.8537
40,49.00,1.287693,26.38,7.8987,1.280446,0.8216,0.9245
41,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
42,168.00,4.414948,85.37,14.6255,2.370925,0.9616,0.5638
43,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
44,45.00,1.182575,25.21,7.5694,1.227070,0.6358,0.9184
45,212.00,5.571243,88.02,16.4294,2.663368,0.6763,0.7090
46,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
47,88.00,2.312592,43.60,10.5851,1.715950,0.8544,0.5466
48,53.00,1.392811,35.73,8.2147,1.331684,0.9236,0.7465
49,45.00,1.182575,34.70,7.5694,1.227070,0.8860,0.6618
50,58.00,1.524208,32.87,8.5935,1.393084,0.8809,0.8056
51,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
52,35.00,0.919781,26.63,6.6756,1.082174,0.9193,0.7609
53,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
54,158.00,4.152153,76.71,14.1835,2.299279,0.9282,0.6320
55,31.00,0.814663,19.56,6.2825,1.018460,0.6872,0.9394
56,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
58,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
59,103.00,2.706783,54.67,11.4518,1.856444,0.9555,0.7410
60,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
61,32.00,0.840942,20.14,6.3831,1.034757,0.8148,0.9143
62,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
63,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
64,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
65,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
66,56.00,1.471649,29.46,8.4440,1.368854,0.7100,0.9032
67,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
68,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
69,34.00,0.893501,23.80,6.5795,1.066603,0.8710,0.8500
70,27.00,0.709545,17.56,5.8632,0.950485,0.7503,1.0000
71,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
72,27.00,0.709545,16.73,5.8632,0.950485,0.5281,1.0000
73,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
74,79.00,2.076077,47.84,10.0293,1.625836,0.9326,0.6695
75,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
76,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
77,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
78,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
79,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
80,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
81,127.00,3.337490,49.43,12.7162,2.061413,0.7302,0.8639
82,39.00,1.024899,25.21,7.0467,1.142340,0.8896,0.8667
83,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
84,42.00,1.103737,25.21,7.3127,1.185463,0.8990,0.9333
85,45.00,1.182575,31.49,7.5694,1.227070,0.7382,0.7258
86,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
87,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
88,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
89,87.00,2.286312,38.53,10.5248,1.706172,0.7139,0.8529
90,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
91,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
92,53.00,1.392811,38.36,8.2147,1.331684,0.9199,0.6543
93,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
94,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
95,265.00,6.964054,114.82,18.3687,2.977736,0.9379,0.5837
96,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
97,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
99,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
100,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
101,57.00,1.497929,37.15,8.5191,1.381022,0.9406,0.7308
103,24.00,0.630707,16.97,5.5279,0.896125,0.8408,0.8571
104,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
105,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
106,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
109,94.00,2.470268,51.67,10.9400,1.773483,0.9672,0.8034
110,24.00,0.630707,16.14,5.5279,0.896125,0.6725,1.0000
111,41.00,1.077457,26.04,7.2252,1.171265,0.6588,0.8542
112,54.00,1.419090,36.11,8.2919,1.344188,0.9113,0.7013
113,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
114,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
115,35.00,0.919781,23.80,6.6756,1.082174,0.9109,0.8140
116,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
117,51.00,1.340252,36.36,8.0582,1.306316,0.9206,0.6623
118,30.00,0.788383,18.14,6.1804,1.001899,0.6724,1.0000
119,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
120,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
121,77.00,2.023518,42.56,9.9015,1.605124,0.9376,0.7857
122,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
123,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
124,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
125,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
126,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
127,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
128,31.00,0.814663,19.56,6.2825,1.018460,0.6792,0.9394
129,168.00,4.414948,85.78,14.6255,2.370925,0.8405,0.5138
130,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
131,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
132,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
133,46.00,1.208855,24.63,7.6530,1.240630,0.6619,0.9583
134,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
135,101.00,2.654224,55.43,11.3401,1.838332,0.9487,0.6918
136,34.00,0.893501,24.63,6.5795,1.066603,0.9437,0.8947
137,37.00,0.972340,27.25,6.8637,1.112664,0.9041,0.7255
138,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
139,47.00,1.235134,28.87,7.7358,1.254042,0.8541,0.8545
140,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
142,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
143,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
144,26.00,0.683266,22.21,5.7536,0.932717,0.9236,0.6842
145,51.00,1.340252,42.77,8.0582,1.306316,0.9755,0.6623
146,48.00,1.261414,28.87,7.8176,1.267313,0.8081,0.8571
147,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
148,53.00,1.392811,32.28,8.2147,1.331684,0.9402,0.8413
149,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
150,43.00,1.130016,23.21,7.3993,1.199492,0.6798,0.9773
151,71.00,1.865841,34.53,9.5079,1.541318,0.7672,0.8987
152,44.00,1.156296,27.46,7.4848,1.213360,0.9088,0.7333
153,756.00,19.867264,151.52,31.0253,5.029492,0.8016,0.8034
154,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
155,30.00,0.788383,21.80,6.1804,1.001899,0.9173,0.8824
156,24.00,0.630707,16.14,5.5279,0.896125,0.6725,1.0000
157,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
158,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
159,26.00,0.683266,21.38,5.7536,0.932717,0.8932,0.7647
160,162.00,4.257271,93.85,14.3619,2.328202,0.6638,0.5625
162,50.00,1.313972,28.87,7.9788,1.293446,0.9472,0.7042
163,36.00,0.946060,20.73,6.7703,1.097525,0.7789,0.9474
164,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
165,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
166,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
167,56.00,1.471649,32.87,8.4440,1.368854,0.8935,0.8000
168,43.00,1.130016,28.87,7.3993,1.199492,0.9074,0.7963
169,125.00,3.284931,60.74,12.6157,2.045117,0.7376,0.6684
170,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
171,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
172,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
173,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
174,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
175,77.00,2.023518,35.70,9.9015,1.605124,0.9166,0.9390
176,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
177,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
178,390.00,10.248985,184.63,22.2837,3.612397,0.7648,0.5508
179,39.00,1.024899,23.21,7.0467,1.142340,0.8100,0.8298
180,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
181,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
182,49.00,1.287693,25.80,7.8987,1.280446,0.7766,0.9074
183,42.00,1.103737,26.63,7.3127,1.185463,0.8719,0.8571
184,29.00,0.762104,19.80,6.0765,0.985059,0.8848,0.8286
185,58.00,1.524208,37.28,8.5935,1.393084,0.9405,0.6591
186,76.00,1.997238,48.01,9.8370,1.594667,0.9058,0.6909
187,29.00,0.762104,18.97,6.0765,0.985059,0.6941,0.9667
188,234.00,6.149391,101.44,17.2609,2.798151,0.7049,0.5850
189,25.00,0.656986,19.80,5.6419,0.914604,0.8876,0.7576
190,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
191,36.00,0.946060,24.21,6.7703,1.097525,0.7345,0.8372
192,34.00,0.893501,21.80,6.5795,1.066603,0.7621,0.9189
193,36.00,0.946060,23.21,6.7703,1.097525,0.9061,0.9474
194,117.00,3.074696,65.40,12.2053,1.978591,0.8432,0.5223
195,35.00,0.919781,21.80,6.6756,1.082174,0.8534,0.8333
196,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
197,65.00,1.708164,32.28,9.0973,1.474755,0.7300,0.8904
198,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
199,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
200,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
201,23.00,0.604427,16.97,5.4115,0.877258,0.8367,1.0000
202,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
203,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
204,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
205,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
206,31.00,0.814663,20.38,6.2825,1.018460,0.8591,0.9688
207,24.00,0.630707,16.14,5.5279,0.896125,0.6725,1.0000
208,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
209,30.00,0.788383,18.97,6.1804,1.001899,0.8052,1.0000
210,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
211,36.00,0.946060,24.63,6.7703,1.097525,0.8225,0.8571
212,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
213,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
214,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
215,45.00,1.182575,24.63,7.5694,1.227070,0.9331,0.7500
216,111.00,2.917019,63.40,11.8882,1.927191,0.9493,0.6491
217,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
218,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
219,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
220,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
221,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
222,40.00,1.051178,27.46,7.1365,1.156893,0.8768,0.8000
223,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
224,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
225,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
226,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
227,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
228,58.00,1.524208,36.11,8.5935,1.393084,0.9152,0.7838
229,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
230,35.00,0.919781,26.80,6.6756,1.082174,0.9371,0.7000
231,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
232,293.00,7.699879,154.04,19.3147,3.131100,0.9170,0.3891
233,82.00,2.154915,44.43,10.2179,1.656419,0.9353,0.8200
234,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
235,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
236,49.00,1.287693,28.63,7.8987,1.280446,0.8442,0.8909
237,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
238,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
239,28.00,0.735825,18.97,5.9708,0.967926,0.7378,0.9333
240,52.00,1.366531,28.04,8.1369,1.319061,0.8403,0.9123
241,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
242,38.00,0.998619,22.38,6.9558,1.127600,0.4522,0.9268
243,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
244,141.00,3.705402,64.81,13.3988,2.172065,0.9275,0.7540
245,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
246,29.00,0.762104,19.80,6.0765,0.985059,0.8848,0.8286
247,61.00,1.603046,28.63,8.8129,1.428657,0.8194,0.9531
248,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
249,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
250,31.00,0.814663,24.21,6.2825,1.018460,0.9272,0.7209
251,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
252,182.00,4.782860,90.12,15.2227,2.467737,0.9866,0.6973
253,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
254,211.00,5.544964,97.61,16.3907,2.657079,0.8772,0.6533
255,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
256,67.00,1.760723,41.36,9.2362,1.497272,0.9769,0.8590
257,28.00,0.735825,17.56,5.9708,0.967926,0.4872,1.0000
258,37.00,0.972340,26.04,6.8637,1.112664,0.9283,0.8605
259,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
260,26.00,0.683266,16.73,5.7536,0.932717,0.6050,0.9630
261,71.00,1.865841,36.28,9.5079,1.541318,0.9141,0.8659
262,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
263,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
264,216.00,5.676361,81.30,16.5837,2.688376,0.9337,0.7770
265,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
266,37.00,0.972340,24.63,6.8637,1.112664,0.8144,0.8810
267,28.00,0.735825,19.80,5.9708,0.967926,0.7193,0.9333
268,51.00,1.340252,29.46,8.0582,1.306316,0.8914,0.8095
269,126.00,3.311211,67.33,12.6660,2.053281,0.8311,0.6207
270,23.00,0.604427,15.31,5.4115,0.877258,0.5883,1.0000
271,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
272,66.00,1.734444,42.56,9.1670,1.486056,0.9625,0.6947
273,57.00,1.497929,35.91,8.5191,1.381022,0.8950,0.6951
274,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
275,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
276,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
277,36.00,0.946060,20.97,6.7703,1.097525,0.6412,0.9730
278,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
279,24.00,0.630707,16.97,5.5279,0.896125,0.8408,0.8571
280,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
281,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
282,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
283,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
284,46.00,1.208855,23.80,7.6530,1.240630,0.5564,0.9787
285,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
286,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
287,32.00,0.840942,20.38,6.3831,1.034757,0.8465,0.9697
288,57.00,1.497929,32.28,8.5191,1.381022,0.9278,0.8906
289,277.00,7.279408,138.21,18.7800,3.044410,0.9351,0.4044
290,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
291,29.00,0.762104,18.97,6.0765,0.985059,0.2091,0.9355
292,126.00,3.311211,77.88,12.6660,2.053281,0.9637,0.5478
293,159.00,4.178432,66.57,14.2283,2.306544,0.9178,0.7361
294,23.00,0.604427,15.31,5.4115,0.877258,0.5883,1.0000
295,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
296,69.00,1.813282,41.36,9.3730,1.519455,0.9240,0.7263
297,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
298,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
299,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
300,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
301,30.00,0.788383,16.97,6.1804,1.001899,0.9402,0.7895
302,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
303,100.00,2.627945,53.67,11.2838,1.829208,0.6344,0.7143
304,170.00,4.467506,82.47,14.7123,2.384996,0.8676,0.6367
305,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
306,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
307,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
308,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
309,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
310,68.00,1.787003,38.77,9.3049,1.508404,0.7954,0.6476
311,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
312,35.00,0.919781,21.80,6.6756,1.082174,0.7370,0.9459
313,167.00,4.388668,93.02,14.5819,2.363858,0.7724,0.5405
314,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
315,30.00,0.788383,18.97,6.1804,1.001899,0.3824,0.9677
316,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
317,109.00,2.864460,53.08,11.7806,1.909750,0.7521,0.7267
318,110.00,2.890739,55.08,11.8345,1.918490,0.7741,0.7333
319,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
320,85.00,2.233753,45.01,10.4031,1.686447,0.9462,0.7944
321,34.00,0.893501,20.97,6.5795,1.066603,0.7717,0.9444
322,211.00,5.544964,96.44,16.3907,2.657079,0.8564,0.6029
323,214.00,5.623802,126.72,16.5068,2.675901,0.7917,0.5000
324,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
325,131.00,3.442608,71.30,12.9149,2.093625,0.8650,0.6517
326,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
327,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
328,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
329,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
330,26.00,0.683266,17.56,5.7536,0.932717,0.5718,0.9630
331,38.00,0.998619,22.97,6.9558,1.127600,0.8130,0.8837
332,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
333,37.00,0.972340,20.73,6.8637,1.112664,0.7538,0.9737
334,120.00,3.153534,49.84,12.3608,2.003797,0.8356,0.7059
335,80.00,2.102356,40.77,10.0925,1.636094,0.8518,0.8333
336,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
337,29.00,0.762104,18.14,6.0765,0.985059,0.6601,0.9355
338,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
339,69.00,1.813282,34.28,9.3730,1.519455,0.8785,0.8846
340,45.00,1.182575,28.63,7.5694,1.227070,0.8945,0.8491
341,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
342,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
343,201.00,5.282169,94.12,15.9975,2.593351,0.8745,0.5694
344,66.00,1.734444,35.11,9.1670,1.486056,0.6511,0.8148
345,27.00,0.709545,16.73,5.8632,0.950485,0.5281,1.0000
346,94.00,2.470268,40.53,10.9400,1.773483,0.5940,0.8468
347,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
348,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
349,63.00,1.655605,36.77,8.9562,1.451889,0.7445,0.7079
350,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
351,33.00,0.867222,20.38,6.4820,1.050800,0.7520,0.9706
352,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
353,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
354,64.00,1.681885,33.46,9.0270,1.463367,0.8428,0.8649
355,26.00,0.683266,17.56,5.7536,0.932717,0.5718,0.9630
356,41.00,1.077457,25.46,7.2252,1.171265,0.8781,0.8039
357,65.00,1.708164,36.53,9.0973,1.474755,0.5947,0.7831
358,85.00,2.233753,40.53,10.4031,1.686447,0.9253,0.7456
359,117.00,3.074696,47.84,12.2053,1.978591,0.8567,0.8069
360,34.00,0.893501,21.80,6.5795,1.066603,0.9196,0.7907
361,90.00,2.365150,51.84,10.7047,1.735339,0.9837,0.8182
362,251.00,6.596142,127.86,17.8769,2.898011,0.9614,0.4572
363,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
364,38.00,0.998619,29.04,6.9558,1.127600,0.9449,0.7600
365,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
366,26.00,0.683266,18.97,5.7536,0.932717,0.7640,0.9286
367,23.00,0.604427,16.97,5.4115,0.877258,0.8367,1.0000
368,32.00,0.840942,18.97,6.3831,1.034757,0.9099,0.8000
369,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
370,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
371,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
372,27.00,0.709545,17.56,5.8632,0.950485,0.7503,1.0000
375,78.00,2.049797,44.77,9.9656,1.615513,0.9383,0.7429
376,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
377,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
378,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
379,41.00,1.077457,28.21,7.2252,1.171265,0.9266,0.8039
381,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
382,25.00,0.656986,17.56,5.6419,0.914604,0.6484,0.9259
384,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
385,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
386,56.00,1.471649,30.87,8.4440,1.368854,0.8588,0.8750
387,44.00,1.156296,23.80,7.4848,1.213360,0.7907,0.9778
388,28.00,0.735825,18.97,5.9708,0.967926,0.2994,0.9032
389,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
390,30.00,0.788383,18.14,6.1804,1.001899,0.6325,1.0000
391,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
392,323.00,8.488262,142.38,20.2795,3.287490,0.9549,0.4715
393,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
394,274.00,7.200569,134.93,18.6780,3.027879,0.8392,0.4902
395,193.00,5.071934,81.05,15.6759,2.541218,0.9040,0.7175
396,27.00,0.709545,17.56,5.8632,0.950485,0.7503,1.0000
397,49.00,1.287693,41.63,7.8987,1.280446,0.9849,0.6901
398,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
399,62.00,1.629326,32.87,8.8849,1.440320,0.5805,0.8267
400,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
401,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
402,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
403,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
404,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
405,89.00,2.338871,41.94,10.6451,1.725672,0.7767,0.7946
406,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
407,28.00,0.735825,17.56,5.9708,0.967926,0.4872,1.0000
408,97.00,2.549107,47.01,11.1132,1.801561,0.7948,0.7462
409,89.00,2.338871,43.36,10.6451,1.725672,0.6824,0.7876
410,181.00,4.756580,74.64,15.1808,2.460948,0.7544,0.7016
411,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
412,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
413,29.00,0.762104,18.97,6.0765,0.985059,0.8569,0.8529
414,140.00,3.679123,90.88,13.3512,2.164349,0.8852,0.5932
415,192.00,5.045654,96.02,15.6353,2.534626,0.9675,0.5630
416,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
417,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
418,29.00,0.762104,19.80,6.0765,0.985059,0.8216,0.8286
419,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
