ID,Area_px2,Area_um2,Perimetro_px,Diametro_px,Diametro_um,Eccentricity,Solidity
3557,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3558,29.00,0.762104,18.97,6.0765,0.985059,0.8154,0.9667
3559,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3560,24.00,0.630707,16.97,5.5279,0.896125,0.8408,0.8571
3561,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3562,74.00,1.944679,44.43,9.7067,1.573545,0.8569,0.6916
3563,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3564,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3565,54.00,1.419090,30.04,8.2919,1.344188,0.8319,0.8710
3566,30.00,0.788383,16.97,6.1804,1.001899,0.9402,0.7895
3567,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3568,30.00,0.788383,16.97,6.1804,1.001899,0.9402,0.7895
3569,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3570,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3571,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3572,31.00,0.814663,24.42,6.2825,1.018460,0.9024,0.7209
3573,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3574,36.00,0.946060,27.87,6.7703,1.097525,0.9262,0.6923
3575,28.00,0.735825,19.80,5.9708,0.967926,0.8944,1.0000
3576,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3577,33.00,0.867222,25.46,6.4820,1.050800,0.9216,0.7674
3578,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3579,205.00,5.387287,78.12,16.1559,2.619028,0.9362,0.7593
3581,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3582,41.00,1.077457,22.38,7.2252,1.171265,0.7120,0.9762
3583,42.00,1.103737,25.46,7.3127,1.185463,0.9136,0.6667
3584,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3585,30.00,0.788383,18.97,6.1804,1.001899,0.3824,0.9677
3586,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3587,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3588,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3589,73.00,1.918400,43.36,9.6409,1.562876,0.9314,0.7526
3590,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
3591,31.00,0.814663,20.97,6.2825,1.018460,0.8135,0.9394
3592,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3593,37.00,0.972340,21.80,6.8637,1.112664,0.1812,0.9487
3594,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3595,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3597,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3598,31.00,0.814663,19.14,6.2825,1.018460,0.6678,0.9394
3599,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3600,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3601,43.00,1.130016,22.38,7.3993,1.199492,0.9324,0.7414
3602,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3603,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3604,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3605,30.00,0.788383,21.80,6.1804,1.001899,0.9173,0.8824
3606,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3607,27.00,0.709545,16.73,5.8632,0.950485,0.5281,1.0000
3608,22.00,0.578148,15.73,5.2926,0.857975,0.6053,0.9565
3609,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3610,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3611,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3612,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3613,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3614,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3615,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3616,177.00,4.651463,100.20,15.0121,2.433604,0.8710,0.5803
3617,48.00,1.261414,28.63,7.8176,1.267313,0.9249,0.9057
3618,71.00,1.865841,45.60,9.5079,1.541318,0.9637,0.7320
3619,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3620,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3622,23.00,0.604427,16.97,5.4115,0.877258,0.8367,1.0000
3623,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3624,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3625,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
3626,131.00,3.442608,57.08,12.9149,2.093625,0.9111,0.7798
3627,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3628,33.00,0.867222,20.38,6.4820,1.050800,0.7249,0.9706
3629,33.00,0.867222,21.80,6.4820,1.050800,0.7815,0.9167
3630,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3631,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3632,30.00,0.788383,26.21,6.1804,1.001899,0.9550,0.6522
3633,27.00,0.709545,16.73,5.8632,0.950485,0.5281,1.0000
3634,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3635,33.00,0.867222,21.80,6.4820,1.050800,0.5631,0.8919
3636,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3637,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3638,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3639,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3640,63.00,1.655605,34.53,8.9562,1.451889,0.5378,0.8077
3641,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3642,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3643,244.00,6.412186,125.72,17.6258,2.857315,0.9499,0.4851
3644,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3645,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3646,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3647,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3648,100.00,2.627945,47.84,11.2838,1.829208,0.9407,0.7299
3649,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3650,42.00,1.103737,24.63,7.3127,1.185463,0.3155,0.9130
3651,46.00,1.208855,24.38,7.6530,1.240630,0.7064,0.9388
3652,28.00,0.735825,19.31,5.9708,0.967926,0.8008,0.9655
3653,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3654,75.00,1.970959,36.53,9.7721,1.584141,0.8957,0.7426
3655,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3656,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3657,94.00,2.470268,57.91,10.9400,1.773483,0.9736,0.6309
3658,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3659,39.00,1.024899,26.04,7.0467,1.142340,0.9055,0.8864
3660,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3661,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3662,118.00,3.100975,67.36,12.2573,1.987029,0.9362,0.6556
3663,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3664,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3665,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3666,118.00,3.100975,60.57,12.2573,1.987029,0.6537,0.7239
3667,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3668,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3669,67.00,1.760723,37.94,9.2362,1.497272,0.6196,0.6907
3670,27.00,0.709545,16.73,5.8632,0.950485,0.5281,1.0000
3671,39.00,1.024899,22.97,7.0467,1.142340,0.8440,0.9512
3672,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3673,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3674,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3675,422.00,11.089928,202.63,23.1799,3.757677,0.8468,0.4851
3676,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3677,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3679,33.00,0.867222,22.63,6.4820,1.050800,0.9258,1.0000
3680,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3681,50.00,1.313972,29.46,7.9788,1.293446,0.8613,0.8621
3682,37.00,0.972340,21.56,6.8637,1.112664,0.8043,0.9250
3683,24.00,0.630707,16.31,5.5279,0.896125,0.4692,0.9231
3684,59.00,1.550488,32.87,8.6672,1.405042,0.9038,0.8429
3685,27.00,0.709545,18.56,5.8632,0.950485,0.6352,0.9310
3686,24.00,0.630707,16.14,5.5279,0.896125,0.4246,1.0000
3687,19.00,0.499310,14.31,4.9185,0.797333,0.3789,0.9500
3688,30.00,0.788383,18.97,6.1804,1.001899,0.8052,1.0000
3689,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3690,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3691,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3692,57.00,1.497929,31.46,8.5191,1.381022,0.8312,0.8507
3693,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3694,60.00,1.576767,37.28,8.7404,1.416899,0.9378,0.7229
3695,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3696,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3697,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3698,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3699,68.00,1.787003,39.94,9.3049,1.508404,0.9616,0.7473
3700,23.00,0.604427,15.31,5.4115,0.877258,0.5883,1.0000
3701,24.00,0.630707,16.97,5.5279,0.896125,0.8408,0.8571
3702,37.00,0.972340,21.80,6.8637,1.112664,0.9452,0.7400
3703,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3704,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3705,26.00,0.683266,18.97,5.7536,0.932717,0.7640,0.9286
3707,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3708,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3709,60.00,1.576767,37.11,8.7404,1.416899,0.8825,0.7143
3710,96.00,2.522827,59.08,11.0558,1.792251,0.6421,0.5581
3711,48.00,1.261414,26.63,7.8176,1.267313,0.9007,0.9600
3712,40.00,1.051178,22.38,7.1365,1.156893,0.8253,0.9756
3713,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3714,27.00,0.709545,17.56,5.8632,0.950485,0.5355,0.9643
3715,43.00,1.130016,26.04,7.3993,1.199492,0.8794,0.9348
3716,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3717,212.00,5.571243,104.92,16.4294,2.663368,0.9231,0.4885
3718,83.00,2.181194,50.67,10.2800,1.666488,0.9180,0.6694
3719,38.00,0.998619,27.04,6.9558,1.127600,0.8768,0.8444
3720,26.00,0.683266,19.97,5.7536,0.932717,0.7454,0.8387
3721,50.00,1.313972,29.46,7.9788,1.293446,0.8403,0.8772
3722,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3723,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3724,26.00,0.683266,17.56,5.7536,0.932717,0.5718,0.9630
3726,23.00,0.604427,15.31,5.4115,0.877258,0.5883,1.0000
3727,113.00,2.969578,66.23,11.9948,1.944475,0.8706,0.6108
3728,126.00,3.311211,55.91,12.6660,2.053281,0.7551,0.7412
3729,362.00,9.513161,167.08,21.4689,3.480306,0.8361,0.5692
3730,191.00,5.019375,105.65,15.5945,2.528016,0.9368,0.4411
3731,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3732,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3733,27.00,0.709545,17.56,5.8632,0.950485,0.7503,1.0000
3734,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3735,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3736,30.00,0.788383,18.97,6.1804,1.001899,0.6813,0.9677
3737,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3738,56.00,1.471649,37.11,8.4440,1.368854,0.9074,0.6829
3739,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3740,33.00,0.867222,22.63,6.4820,1.050800,0.9258,1.0000
3741,25.00,0.656986,17.56,5.6419,0.914604,0.6484,0.9259
3742,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3743,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
3744,37.00,0.972340,28.28,6.8637,1.112664,0.9522,0.6981
3745,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3746,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
3747,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3748,47.00,1.235134,33.87,7.7358,1.254042,0.9249,0.6528
3749,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3750,44.00,1.156296,26.63,7.4848,1.213360,0.8921,0.8980
3751,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3752,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3753,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3754,26.00,0.683266,18.97,5.7536,0.932717,0.8667,0.9286
3756,32.00,0.840942,19.80,6.3831,1.034757,0.9292,0.8000
3757,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3758,140.00,3.679123,68.81,13.3512,2.164349,0.7725,0.6731
3759,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3760,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3762,57.00,1.497929,34.87,8.5191,1.381022,0.9179,0.7917
3763,36.00,0.946060,20.97,6.7703,1.097525,0.7863,0.9474
3764,51.00,1.340252,30.04,8.0582,1.306316,0.8724,0.8226
3765,25.00,0.656986,16.97,5.6419,0.914604,0.0000,1.0000
3766,29.00,0.762104,18.97,6.0765,0.985059,0.6941,0.9667
3767,24.00,0.630707,17.14,5.5279,0.896125,0.7079,0.9231
3770,58.00,1.524208,36.53,8.5935,1.393084,0.9053,0.7532
3771,44.00,1.156296,22.63,7.4848,1.213360,0.9713,0.7333
3772,35.00,0.919781,20.97,6.6756,1.082174,0.7042,0.9459
3773,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3774,19.00,0.499310,14.31,4.9185,0.797333,0.3789,0.9500
3775,171.00,4.493786,76.47,14.7555,2.392000,0.9372,0.6951
3776,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3777,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3778,37.00,0.972340,22.38,6.8637,1.112664,0.7760,0.9250
3779,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3780,56.00,1.471649,32.28,8.4440,1.368854,0.8738,0.8615
3782,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3783,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3785,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3786,73.00,1.918400,34.63,9.6409,1.562876,0.8922,0.8690
3787,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3788,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3789,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3790,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3791,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3792,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3793,46.00,1.208855,23.80,7.6530,1.240630,0.6687,0.9787
3794,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3795,67.00,1.760723,32.28,9.2362,1.497272,0.6771,0.8933
3796,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3797,112.00,2.943298,57.25,11.9416,1.935852,0.9787,0.8235
3798,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3799,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3800,55.00,1.445370,29.46,8.3683,1.356577,0.8176,0.9167
3801,46.00,1.208855,30.28,7.6530,1.240630,0.9015,0.8214
3803,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3804,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3805,42.00,1.103737,24.80,7.3127,1.185463,0.6658,0.8750
3806,23.00,0.604427,16.97,5.4115,0.877258,0.5205,0.9583
3807,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3808,84.00,2.207474,52.43,10.3418,1.676497,0.9698,0.6774
3809,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3810,80.00,2.102356,41.36,10.0925,1.636094,0.9056,0.8333
3811,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3812,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3813,44.00,1.156296,22.97,7.4848,1.213360,0.7823,0.9778
3814,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3815,32.00,0.840942,19.80,6.3831,1.034757,0.9292,0.8000
3816,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3817,154.00,4.047035,68.74,14.0028,2.269988,0.9050,0.6417
3818,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3819,123.00,3.232372,57.74,12.5143,2.028690,0.7632,0.7593
3820,44.00,1.156296,28.04,7.4848,1.213360,0.8744,0.8302
3821,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3822,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3823,82.00,2.154915,42.77,10.2179,1.656419,0.6758,0.7387
3824,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3825,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3826,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3827,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3828,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3829,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3830,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3831,68.00,1.787003,41.18,9.3049,1.508404,0.8369,0.6733
3832,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3833,116.00,3.048416,63.57,12.1530,1.970118,0.8490,0.6105
3834,98.00,2.575386,54.08,11.1704,1.810824,0.8830,0.6012
3835,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3836,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3837,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3838,68.00,1.787003,35.11,9.3049,1.508404,0.8018,0.8718
3839,87.00,2.286312,40.77,10.5248,1.706172,0.9474,0.9560
3840,24.00,0.630707,18.97,5.5279,0.896125,0.8212,0.8571
3841,221.00,5.807758,97.61,16.7746,2.719314,0.8551,0.6071
3842,35.00,0.919781,29.04,6.6756,1.082174,0.9371,0.6481
3843,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3844,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3845,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3846,35.00,0.919781,18.97,6.6756,1.082174,0.9393,0.7609
3848,52.00,1.366531,27.46,8.1369,1.319061,0.6420,0.9123
3849,42.00,1.103737,30.46,7.3127,1.185463,0.9236,0.7636
3850,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3851,68.00,1.787003,39.94,9.3049,1.508404,0.9153,0.8000
3852,30.00,0.788383,21.80,6.1804,1.001899,0.9173,0.8824
3853,59.00,1.550488,34.28,8.6672,1.405042,0.9062,0.8429
3854,77.00,2.023518,35.11,9.9015,1.605124,0.7123,0.9059
3855,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3856,74.00,1.944679,37.36,9.7067,1.573545,0.8364,0.6981
3857,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3858,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3859,14.00,0.367912,13.07,4.2220,0.684427,0.9053,0.9333
3860,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3861,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3862,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3863,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3864,23.00,0.604427,16.97,5.4115,0.877258,0.8367,1.0000
3865,49.00,1.287693,34.28,7.8987,1.280446,0.9067,0.6901
3866,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3867,64.00,1.681885,43.18,9.0270,1.463367,0.8582,0.6531
3868,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3869,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3870,39.00,1.024899,25.21,7.0467,1.142340,0.8335,0.8667
3871,46.00,1.208855,29.46,7.6530,1.240630,0.9278,0.8214
3872,40.00,1.051178,26.04,7.1365,1.156893,0.9109,0.8333
3873,37.00,0.972340,28.04,6.8637,1.112664,0.8753,0.7115
3874,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3875,92.00,2.417709,42.77,10.8230,1.754515,0.7616,0.8070
3876,24.00,0.630707,16.14,5.5279,0.896125,0.6725,1.0000
3877,42.00,1.103737,31.87,7.3127,1.185463,0.9600,0.7368
3878,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3880,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3881,29.00,0.762104,22.63,6.0765,0.985059,0.8439,0.8788
3882,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3883,24.00,0.630707,16.14,5.5279,0.896125,0.4246,1.0000
3884,89.00,2.338871,45.60,10.6451,1.725672,0.9082,0.8091
3885,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
3886,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3887,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3888,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3889,30.00,0.788383,18.14,6.1804,1.001899,0.6544,0.9677
3890,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3891,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3892,42.00,1.103737,23.80,7.3127,1.185463,0.7107,0.9130
3893,23.00,0.604427,15.31,5.4115,0.877258,0.5883,1.0000
3894,40.00,1.051178,26.04,7.1365,1.156893,0.8216,0.8511
3895,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3896,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3897,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3898,113.00,2.969578,56.43,11.9948,1.944475,0.9411,0.6933
3899,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3900,21.00,0.551868,14.73,5.1709,0.838249,0.5216,1.0000
3901,44.00,1.156296,30.28,7.4848,1.213360,0.8846,0.7719
3902,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3903,29.00,0.762104,18.97,6.0765,0.985059,0.8154,0.9667
3904,24.00,0.630707,15.31,5.5279,0.896125,0.0000,1.0000
3905,56.00,1.471649,38.36,8.4440,1.368854,0.9096,0.6829
3906,59.00,1.550488,39.53,8.6672,1.405042,0.9543,0.6941
3907,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3908,19.00,0.499310,14.31,4.9185,0.797333,0.3789,0.9500
3909,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3910,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3911,420.00,11.037369,216.61,23.1249,3.748762,0.7614,0.4800
3912,47.00,1.235134,28.04,7.7358,1.254042,0.9333,0.9216
3913,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3914,26.00,0.683266,17.56,5.7536,0.932717,0.7642,0.9630
3915,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3916,36.00,0.946060,23.21,6.7703,1.097525,0.9061,0.9474
3917,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3918,37.00,0.972340,24.63,6.8637,1.112664,0.8559,0.9024
3919,105.00,2.759342,51.84,11.5624,1.874381,0.8549,0.6818
3920,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3921,27.00,0.709545,18.97,5.8632,0.950485,0.8487,0.9310
3922,106.00,2.785622,59.46,11.6174,1.883285,0.6871,0.6883
3923,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3925,51.00,1.340252,27.46,8.0582,1.306316,0.8892,0.9808
3926,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
3927,166.00,4.362389,76.98,14.5381,2.356770,0.8772,0.6125
3928,33.00,0.867222,20.38,6.4820,1.050800,0.5553,0.9706
3929,38.00,0.998619,21.80,6.9558,1.127600,0.6071,0.9744
3930,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3931,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3932,63.00,1.655605,30.87,8.9562,1.451889,0.6033,0.9000
3933,22.00,0.578148,16.14,5.2926,0.857975,0.7508,0.9167
3934,21.00,0.551868,16.97,5.1709,0.838249,0.7071,0.9130
3935,133.00,3.495167,65.15,13.0131,2.109546,0.7516,0.6786
3936,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3937,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3938,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3939,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3940,65.00,1.708164,29.46,9.0973,1.474755,0.7078,0.9848
3941,138.00,3.626564,51.36,13.2555,2.148833,0.8567,0.8734
3942,61.00,1.603046,38.77,8.8129,1.428657,0.8313,0.7011
3943,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3944,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3945,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3946,42.00,1.103737,24.63,7.3127,1.185463,0.9571,0.7636
3947,28.00,0.735825,18.97,5.9708,0.967926,0.7378,0.9333
3948,81.00,2.128635,41.11,10.1554,1.646288,0.9033,0.8438
3949,13.00,0.341633,11.31,4.0684,0.659530,0.0000,1.0000
3950,556.00,14.611374,196.36,26.6068,4.313210,0.9652,0.5023
3951,116.00,3.048416,63.81,12.1530,1.970118,0.8753,0.6824
3952,32.00,0.840942,20.38,6.3831,1.034757,0.6057,0.9412
3953,34.00,0.893501,27.04,6.5795,1.066603,0.9223,0.7556
3954,89.00,2.338871,47.60,10.6451,1.725672,0.9695,0.8396
3955,23.00,0.604427,16.14,5.4115,0.877258,0.7087,0.9583
3956,203.00,5.334728,60.67,16.0769,2.606221,0.7148,0.8638
3957,75.00,1.970959,37.36,9.7721,1.584141,0.8845,0.7075
3958,18.00,0.473030,14.14,4.7873,0.776067,0.7071,1.0000
3959,18.00,0.473030,13.31,4.7873,0.776067,0.3974,1.0000
